,text,labels1,labels2
1528,"I'm 7 months sober today and still, all I want is to dig up my xanax and turn off my brain",disgust,disgust
1529,Nicole: we have to go somewhere warm and tropical\nMe: okay where?\nNicole: Oakland\n\nWhy does no one in my life ever look at a map?? #lost,disgust,disgust
1530,"Thankful 4 Mother Nature's help with the 'watering ', downside, my legs are protesting 😣 #ouch #snap #crackle #pop rice crispies 4 legs 😀",disgust,disgust
1531,@taportugal I'm lost in translation with @taportugal #sad #tired #upset #noservice,disgust,disgust
1532,Why do I get mad so easily 😐,disgust,disgust
1533,@S1dharthM @Asli_Jacqueline @foxstarhindi @krishdk @rajnidimoru Looks fun! 😀 cant wait to watch!,anticipation,anticipation
1534,Absolutly shocking service from @bookingcom especially when owed £327 Expected better from a comp Ive dealt with 4 yrs #unhappy #badservice,disgust,disgust
1535,"When you wake up early to workout and then the fitness room smells awful, so you come back to your room to do core...",disgust,disgust
1536,mom asked if i wanted acrylics &amp; i said 'no because you never know when someone gon let me tickle they pussy' she was deeply offended. lbvs,disgust,disgust
1537,ever shit and just become another cog in the chat i will not hesitate to smack ur bottoms,disgust,disgust
1538,"Liberal Parisians were further enraged by the fear that a concentration of Royal troops, brought to Versailles from frontier garrisons,",disgust,disgust
1539,@RGUpdate Have you tried English hospital food ?? #yak #gross #horrible,disgust,disgust
1540,Low key Dro f*cked Molly like he had a point to prove lmao 😂 #InsecureHBOِ #insecure #MollyOutHereWreckingHomes #repeatcycle,disgust,surprise
1541,And the idiots are still gobbing their ridiculous garbage with no better brain it's all they do: the relentless braindead garbage gobbers,disgust,disgust
1542,they think they're The Shit when they ain't shit gdi im bursting with anger,disgust,disgust
1543,@jessmacf_ But his mannerisms are hilarious !!,surprise,surprise
1544,Sector71-78 area is all full of #Immigrant #bangladeshi they are a #threat to us\nthey #steal #Rape #Kill #bully \n#SaveHindusInHindustan,disgust,disgust
1545,"Hate seein stories on animal cruelty, why would any1 wanna hurt poor defenceless animals 😩😭 #StopAnimalCruelty #heartbreaking #worldsgoneMad",disgust,disgust
1546,Nobody *assumed* what role you should play. It was a dream cast. It's not real life. Get over yourself and pipe down. #rage,disgust,disgust
1547,On our way to #Gamescom17 What can we expect and who will we meet? #excitement,anticipation,anticipation
1548,I can't afford to be unhappy. I've made it this far and there isn't anything or anyone that's going to take my happiness away.,trust,trust
1549,"@Number10gov @dwppressoffice #heaviness; That they may be called #trees of #righteousness, The #planting of the #Lord, that He may be [6/7]",anticipation,anticipation
1550,Who's excited? The mighty @QLDmaroons or the @NSWRL #maroons #blues gonna be a spectacular game @suncorpstadium 🙋🏽‍♂️🙋🏽‍♂️ #Qld by 8,anticipation,anticipation
1551,"@susancbcquebec Wherry has, but pnp has been not so much sadly",disgust,disgust
1552,wanna hangout with mah bessy ☹,anticipation,trust
1553,@_thatMDgirl good to know 👌🏼 I'm hard to offend when it comes to tmi shit lol,trust,trust
1554,It's official deans a jerk.....what the actual fuck 🙄😡🙃 ew. #BachelorInParadise #poorkristina #disappointing,disgust,disgust
1555,"@CBSNews Sorry to burst your bubble, but opposition research is part of every political campaign.  Doesn't matter where it comes from.",anticipation,disgust
1556,@Mikepatersonn If you are I'm miserable too 😂,disgust,disgust
1557,#Stop #crying over #yesterday and #start #smiling for #tomorrow.,anticipation,anticipation
1558,Wtf is wrong with u pldt 😤,disgust,disgust
1559,@Burning_Up_ .@CrowGirl42 and I also! If you're over 105 wear whatever the hell you want! 😅,disgust,disgust
1560,"KBklrOyzSXyq6QAifkXv_A But when from highmost pitch, with weary car, Like feeble age, he reeleth from the day,",anticipation,anticipation
1561,"They'll pollute workplaces, threaten the existence of others and destroy relations its all they know how to do without CONSEQURNCES",disgust,disgust
1562,Defin @GetSpectrum Worst.Internet.Service.Ever. The cancer of monopolies ,disgust,disgust
1563,"@ScottlnSC Do you live in Manhattan, broflake? You're fake outrage is at whiny-Millennial level.",disgust,disgust
1564,Like no joke why is #insecure my life! On the real someone has some explaining to do 😳,disgust,disgust
1565,@dp_srk_rk It's going 3 only. He has berdych tomorrow. Nothing to worry. Easiest draw,anticipation,anticipation
1566,I've come to the conclusion that @AmericanDadTBS is the best #animated #show ever. It really knows how to #tickle my giggle muscle.,surprise,surprise
1567,Step one in dealing with someone who is 'in an open marriage'---Hear it from BOTH parties FIRST! 🤦🏾‍♀️ #InsecureHBO  ,disgust,disgust
1568,@tifanibartlett @_MadiMackk No ones trying to fuck with you tiff.,disgust,disgust
1569,"@jonesy031184 Yeah I've had that, l say hopefully you'll never get it then you horrific waste of skin.",disgust,disgust
1570,"..either it could be free like bird or consumed by #rage and #hatered ,in both way you got to breathe until its time..",anticipation,disgust
1571,Few things more frustrating that organisations who don't have media contact numbers and request you 'fill out our online form' #rage,disgust,disgust
1572,I love being outside right before sunrise/after sunset because the sky is so bright blue and it brings me peace,anticipation,anticipation
1573,@DonaldJTrumpJr the all talk no action dem and Rep congressman saying they want u to talk to them. U must be shaking in ur boots lol!,disgust,disgust
1574,@ananavarro @thedoggeneral1 And using political power to exact #revenge when they don't get what they want. #Kushner,disgust,disgust
1575,Grumpy AF today #badsleep  #grumpy,disgust,disgust
1576,When you watch @WSOP #MainEvent and play a small tourn. in your local 🇦🇹 cardroom. #limpedpot #familypot #horrible #polkish,disgust,disgust
1577,@iamacatsby except now everyones saying that 'pee your pants' is code for 'kill yourself' and quite honestly it's hilarious,surprise,surprise
1578,"see, that shit would irritate me so much. don't save my picture and then have a secret circle jerk on twitter about how you DONT like me",disgust,disgust
1579,@javed1059 @sohitshanti @aajtak No ..there are a lot of questions that are creating suspicion. Plz don't take it otherwise.,anticipation,anticipation
1580,"Smartest way through any complex, hard &amp; lengthy negotiation is to #consult, not #insult - #BoJo please take note. Never too late to learn!",disgust,disgust
1581,@RadissonBlu Complaint. Cardiff Radisson. Being charged to post iPhone charger left behind - although spent £200 there this weekend. ,disgust,disgust
1582,Her #future #bright don't give a 🙊about her #past #RickRoss #DeadPresidents #TuesdayThoughts,disgust,disgust
1583,writing (and sending) a letter to @adele was a terrible idea 📝 #bitter #hopeful #adele #xLrecordings @xLrecordings,disgust,disgust
1584,@shlmrie ohh im so kiliigg HAHAHA #flattered thank youuu! 💛,trust,trust
1585,@OhVarsity is it ok if the opening to your podcast makes me sob happy tears,anticipation,anticipation
1586,@realDonaldTrump A president would at least express sympathy and concern instead of waking up attacking Americans AGAIN!,disgust,disgust
1587,Cool and dreary in the orchard this morning. If you're a die hard picker and still want to come out please dress accordingly.,anticipation,anticipation
1588,i feel like i'm downcast 😶,anticipation,anticipation
1589,131: Lyttleton: Love can hope where reason would despair.,anticipation,anticipation
1590,There are recipes for #porkchops w apple cider glaze but has anyone tried the meat steeped in the vinegar &amp; #BBQ w hickory smoke? #delicious,anticipation,anticipation
1591,Always look on the bright side of life ☀️ #motivation,trust,trust
1592,#Sad #sentiment does a bad mind-#management as worry that is had gives #resentment by spoiling the #present #moment and so we deeply #repent,disgust,disgust
1593,"So excited for tonight, I actually feel a bit sick 😅",anticipation,anticipation
1594,@bierandcrumpets Never knew it was such an issue! Is there nowhere slightly dull but dependable - a kind of M&amp;S?,anticipation,anticipation
1595,anyways Stan Astro i'm goijng to sleep bc i stayed up all night again i lvoe taylor and yoongi Bye,anticipation,disgust
1596,@SocialistVoice @georgegalloway Tory teachers I know are disillusioned by another 1%. There seem to be more sullen faces in the staff room.,disgust,disgust
1597,Dying has never frighten me.\n\n#Castlevania.,disgust,disgust
1598,Phil Spencer: Find me a Home.... #shocking #housingcrisis,disgust,surprise
1599,@skottk @JesseAlderson I'm basically throwing the kitchen sink at this one.,disgust,disgust
1600,"Sometimes when I feel a bit depressed, I go back and watch the @Leighgriff09 free kicks against England to make me happy",anticipation,anticipation
1601,Add me on snapchat : dfdf_66\n#dick #pussy #nudes #horny #anal #ass #bigbooty #bobs #cock #blowjob #sex #sexy #snap \nAny horny girls ?🔥💦👅👅👅,anticipation,disgust
1602,@AlexLoane @bighumphs @neiljmcevoy probably not and i resent my tax money being spent in this way.,anticipation,disgust
1603,Why would Mourinho be talking about Lacazette??  He doesn't worry about other club's players.  That's Klopp and Wenger's job,anticipation,disgust
1604,About it. It could be the #culture I #think #someone needs to #exploit it. #warondrugs is failing R.I.P everyone we #lost to the #druggame,disgust,disgust
1605,i want to cry just thinking about college and it was only the first day #a #good ,disgust,disgust
1606,@Skyscanner horrified to learn that I cant change/exchange by flight to Lisbon 6 weeks before departure!!!! #omegaflightstore £200 #awful,disgust,surprise
1607,everyday it's something new 😤,anticipation,surprise
1608,@NBCNews @MarkHalperin @KeirSimmons Well that's funny cause we all know she is a serious Russian mafia atty,disgust,disgust
1609,@AynRandPaulRyan @DonaldJTrumpJr Delusional.  Disgraceful.  Democrat.  Enough said. ,disgust,disgust
1610,.@POTUS every other President has said you can really only govern foe 18 months until the re-elect. Why are you focused on 2020 now? #scared,disgust,disgust
1611,@CPC_HQ Immature...and Trumpy. Sad one guys😕 Does this represent the intelligence and moral depth of CPC ? #bully #notinmycanada,disgust,disgust
1612,@skhumbi First it was steaming pussy with garlic now this 😰 ao i give up,disgust,disgust
1613,Fast and furious marathon soon! ✌🏻,anticipation,anticipation
1614,Let me ask you a question:\n\nDid you REALLY just let #worry be your first response?\n\n#blink #breathe #startover #getchafaithup,trust,trust
1615,I need a sparkling bodysuit . No occasion. Just in case. It's my emergency sparkle suit .,anticipation,anticipation
1616,@everybodyzzmama I've finished reading it; simply mind-blogging. The writer said 'to be continued' but I haven't found part 2. #depressing,disgust,disgust
1617,@lomadia heard of Remothered? Indie horror game. Writing/VA is amateur and the protagonist looks like Jodie Foster but may be good?,anticipation,anticipation
